# E-PLANE RADIATION PATTERN
# -------------------------
#
   0.0000	 0.0000
   1.0000	-0.0008
   2.0000	-0.0034
   3.0000	-0.0076
   4.0000	-0.0135
   5.0000	-0.0211
   6.0000	-0.0303
   7.0000	-0.0412
   8.0000	-0.0538
   9.0000	-0.0680
  10.0000	-0.0838
  11.0000	-0.1012
  12.0000	-0.1203
  13.0000	-0.1409
  14.0000	-0.1631
  15.0000	-0.1869
  16.0000	-0.2122
  17.0000	-0.2390
  18.0000	-0.2672
  19.0000	-0.2970
  20.0000	-0.3282
  21.0000	-0.3607
  22.0000	-0.3947
  23.0000	-0.4300
  24.0000	-0.4666
  25.0000	-0.5045
  26.0000	-0.5436
  27.0000	-0.5840
  28.0000	-0.6255
  29.0000	-0.6681
  30.0000	-0.7119
  31.0000	-0.7566
  32.0000	-0.8024
  33.0000	-0.8492
  34.0000	-0.8968
  35.0000	-0.9453
  36.0000	-0.9947
  37.0000	-1.0448
  38.0000	-1.0955
  39.0000	-1.1470
  40.0000	-1.1990
  41.0000	-1.2516
  42.0000	-1.3047
  43.0000	-1.3582
  44.0000	-1.4121
  45.0000	-1.4662
  46.0000	-1.5206
  47.0000	-1.5752
  48.0000	-1.6299
  49.0000	-1.6846
  50.0000	-1.7393
  51.0000	-1.7939
  52.0000	-1.8484
  53.0000	-1.9026
  54.0000	-1.9565
  55.0000	-2.0100
  56.0000	-2.0631
  57.0000	-2.1157
  58.0000	-2.1677
  59.0000	-2.2190
  60.0000	-2.2696
  61.0000	-2.3194
  62.0000	-2.3684
  63.0000	-2.4163
  64.0000	-2.4633
  65.0000	-2.5092
  66.0000	-2.5539
  67.0000	-2.5974
  68.0000	-2.6396
  69.0000	-2.6804
  70.0000	-2.7198
  71.0000	-2.7578
  72.0000	-2.7942
  73.0000	-2.8290
  74.0000	-2.8621
  75.0000	-2.8935
  76.0000	-2.9231
  77.0000	-2.9510
  78.0000	-2.9769
  79.0000	-3.0010
  80.0000	-3.0231
  81.0000	-3.0432
  82.0000	-3.0613
  83.0000	-3.0773
  84.0000	-3.0913
  85.0000	-3.1032
  86.0000	-3.1129
  87.0000	-3.1205
  88.0000	-3.1259
  89.0000	-3.1292
  90.0000	-3.1302
  91.0000	-60.0000
  92.0000	-60.0000
  93.0000	-60.0000
  94.0000	-60.0000
  95.0000	-60.0000
  96.0000	-60.0000
  97.0000	-60.0000
  98.0000	-60.0000
  99.0000	-60.0000
  100.0000	-60.0000
  101.0000	-60.0000
  102.0000	-60.0000
  103.0000	-60.0000
  104.0000	-60.0000
  105.0000	-60.0000
  106.0000	-60.0000
  107.0000	-60.0000
  108.0000	-60.0000
  109.0000	-60.0000
  110.0000	-60.0000
  111.0000	-60.0000
  112.0000	-60.0000
  113.0000	-60.0000
  114.0000	-60.0000
  115.0000	-60.0000
  116.0000	-60.0000
  117.0000	-60.0000
  118.0000	-60.0000
  119.0000	-60.0000
  120.0000	-60.0000
  121.0000	-60.0000
  122.0000	-60.0000
  123.0000	-60.0000
  124.0000	-60.0000
  125.0000	-60.0000
  126.0000	-60.0000
  127.0000	-60.0000
  128.0000	-60.0000
  129.0000	-60.0000
  130.0000	-60.0000
  131.0000	-60.0000
  132.0000	-60.0000
  133.0000	-60.0000
  134.0000	-60.0000
  135.0000	-60.0000
  136.0000	-60.0000
  137.0000	-60.0000
  138.0000	-60.0000
  139.0000	-60.0000
  140.0000	-60.0000
  141.0000	-60.0000
  142.0000	-60.0000
  143.0000	-60.0000
  144.0000	-60.0000
