"Freq [MHz]","re(Zt(Rectangle3_T1,Rectangle3_T1)) []","im(Zt(Rectangle3_T1,Rectangle3_T1)) []"
243.5,9.93568431491434,-283.447903038233
244,9.14387984609002,-272.047623347251
244.5,8.39868056238284,-260.775973132912
245,7.69864522820129,-249.623868627355
245.5,7.04247963022218,-238.582500937811
246,6.42902955616809,-227.643311896992
246.5,5.85727464030716,-216.79797116462
247,5.32632301690639,-206.038354450562
247.5,4.83540673118047,-195.356522739549
248,4.38387786482387,-184.7447024059
248.5,3.97120534018724,-174.195266114046
249,3.59697237357786,-163.700714407135
249.5,3.26087455420839,-153.253657891593
250,2.96271853099152,-142.846799930366
250.5,2.70242129482714,-132.472919761713
251,2.48001004927912,-122.124855963819
251.5,2.29562266768403,-111.79549018838
252,2.14950873983552,-101.477731088502
252.5,2.04203121650964,-91.1644983679921
253,1.9736686653069,-80.8487068801848
253.5,1.9450181566492,-70.5232507051417
254,1.9567988043651,-60.1809871341203
254.5,2.00985599117447,-49.8147204898593
255,2.10516631566013,-39.4171857103057
255.5,2.24384330402277,-28.9810316220709
256,2.42714393720627,-18.4988038279575
256.5,2.65647605190642,-7.96292713054405
257,2.9334066826759,2.63431258915567
257.5,3.259671421949,13.3007871224045
258,3.63718488543381,24.0445454013336
258.5,4.06805238218827,34.8738337785567
259,4.55458290191831,45.7971172162195
259.5,5.09930354689231,56.8231014888116
260,5.70497555256347,67.9607565106672
260.5,6.374612059825,79.2193409063905
261,7.11149782311569,90.6084279505053
261.5,7.91921106272456,102.13793301149
262,8.80164769705634,113.81814264499
262.5,9.76304822180538,125.659745491532
263,10.8080275385593,137.673865145378
263.5,11.9416080759851,149.872095173392
264,13.1692565932648,162.266536475795
264.5,14.4969251087719,174.869837194571
265,15.9310964582296,187.695235389792
265.5,17.4788350570839,200.75660471931
266,19.1478435230473,214.068503372774
266.5,20.9465259085572,227.646226526636
267,22.8840584014008,241.505862602117
267.5,24.9704684773848,255.664353622701
268,27.2167236348286,270.139559980712
268.5,29.6348310101509,284.950329932791
269,32.2379493712962,300.116574150664
269.5,35.0405152159654,315.659345654095
270,38.0583849706955,331.600925445478
270.5,41.3089956016355,347.964914146584
271,44.8115463168991,364.776329903588
271.5,48.5872044735818,382.06171277093
272,52.6593393118551,399.84923570072
272.5,57.0537877382458,418.168822142683
273,61.7991570871795,437.052270087394
273.5,66.9271706244478,456.533382146484
274,72.4730625423659,476.648100935838
274.5,78.4760303627084,497.434648583012
275,84.979754043707,518.933668580739
275.5,92.0329927213298,541.188367404998
276,99.69027194918,564.24465224332
276.5,108.012676589528,588.151259750727
277,117.068767211856,612.959868852705
277.5,126.935641043851,638.725188095974
278,137.700162268284,665.505004707907
278.5,149.460390846072,693.360178098569
279,162.327244146233,722.354554671747
279.5,176.426431538837,752.554773033804
280,191.900708785612,784.029918377191
280.5,208.912506508839,816.85097114105
281,227.646995080546,851.089976916236
281.5,248.315656602688,886.818840515912
282,271.160442569117,924.107615270172
282.5,296.458602107485,963.022116436351
283,324.528268346674,1003.62063194104
283.5,355.734886069351,1045.94943042092
284,390.498546957859,1090.03667069045
284.5,429.30226082993,1135.88419239545
285,472.701118904475,1183.45650817646
285.5,521.332177812411,1232.66611695705
286,575.924679831809,1283.35401221233
286.5,637.3098799956,1335.26397114668
287,706.429208675688,1388.0088981774
287.5,784.338668409024,1441.02720558817
288,872.206128576333,1493.52704583797
288.5,971.296404451674,1544.41635692225
289,1082.9365640421,1592.21748903268
289.5,1208.45076705951,1634.96721975131
290,1349.05034362407,1670.10710914077
290.5,1505.66159610435,1694.37657389759
291,1678.67289270541,1703.73303598149
291.5,1867.5876967115,1693.34063967406
292,2070.58703116512,1657.68962973409
292.5,2284.04046141966,1590.92569387963
293,2502.06295444288,1487.46722062645
293.5,2716.28789924962,1342.94488306151
294,2916.08213002554,1155.3898718926
294.5,3089.40749126696,926.428844292794
295,3224.37422663642,662.078907824391
295.5,3311.23619887965,372.700096820938
296,3344.27294343474,71.869201043765
296.5,3322.90412922249,-225.640666331531
297,3251.62426793789,-506.178272761231
297.5,3138.8251066206,-759.103674024884
298,2994.99602352037,-977.759192875397
298.5,2830.9211288322,-1159.45748240337
299,2656.32315447354,-1304.7663750512
299.5,2479.11498758037,-1416.49003431323
300,2305.18680454332,-1498.67471513183
300.5,2138.55077325205,-1555.81981553368
301,1981.66363568796,-1592.34384517288
301.5,1835.7959543406,-1612.2766844815
302,1701.37268227715,-1619.11956984067
302.5,1578.25279262681,-1615.81384162023
303,1465.94205596904,-1604.77169402392
303.5,1363.74608463759,-1587.93668319825
304,1270.87538115966,-1566.85401304363
304.5,1186.51430766883,-1542.73944240486
305,1109.86418022334,-1516.54137991343
305.5,1040.1684755701,-1488.99414454315
306,976.726062823162,-1460.66223740556
306.5,918.896670352726,-1431.97638251093
307,866.101499559142,-1403.26245374511
307.5,817.820950695276,-1374.7644671957
308,773.59075739532,-1346.66273454892
308.5,732.997365326704,-1319.08813076277
309,695.673078087722,-1292.13327344632
309.5,661.291285541621,-1265.86126468826
310,629.561953614289,-1240.31251774848
310.5,600.227467052548,-1215.51008343181
311,573.058861649697,-1191.46380312354
311.5,547.852448967463,-1168.17354499267
312,524.42681714667,-1145.63172398205
312.5,502.620180991359,-1123.82526222628
313,482.288049799702,-1102.73711210844
313.5,463.301180203318,-1082.34743729692
314,445.543782132116,-1062.63452617294
314.5,428.911948021724,-1043.57549576759
315,413.312277939465,-1025.14683164756
315.5,398.660676060991,-1007.32479931578
316,384.881296665297,-990.085754998268
316.5,371.905620408007,-973.406377684825
317,359.671644018051,-957.263839600634
317.5,348.123168714455,-941.635928614957
318,337.209174555415,-926.50113321695
318.5,326.883269619395,-911.83869843067
319,317.103204395282,-897.628659266112
319.5,307.83044304504,-883.851856905791
320,299.02978431825,-870.489941724064
320.5,290.669025863939,-857.525366366539
321,282.718666519532,-844.941371429015
321.5,275.151641876965,-832.721965731161
