"Freq [GHz]","im(S(1,1)) []","im(S(1,2)) []","im(S(2,1)) []","im(S(2,2)) []"
3,-0.395059228120832,-0.529276112142468,-0.529276112142465,0.725522790765389
3.1,-0.17955142320541,-0.480199755676144,-0.480199755676087,0.74054489841286
3.2,0.0882010939026016,-0.360915095127082,-0.360915095127053,0.699292805892435
3.3,0.298097450074316,-0.230108146676202,-0.230108146676227,0.60578469642785
3.4,0.208589978325149,-0.204170913559339,-0.204170913559318,0.421614997642563
3.5,-0.0543772035852948,-0.236089256332209,-0.23608925633223,0.185690910168612
3.6,-0.260369503128757,-0.225023696730661,-0.22502369673067,-0.040174133560957
3.7,-0.39817934258548,-0.170238032468587,-0.170238032468589,-0.242535989531165
3.8,-0.501458677171712,-0.0947295454373611,-0.0947295454373837,-0.420197122449602
3.9,-0.578902309703176,-0.0216918835413527,-0.0216918835413595,-0.581735166410763
4,-0.577179632260891,0.116895072679188,0.116895072679184,-0.655926906317474
4.1,-0.612147804306943,0.208874948403284,0.208874948403283,-0.704654858332373
4.2,-0.622196979440948,0.296447634931417,0.296447634931425,-0.68297057033007
4.3,-0.619243677197525,0.366030679367397,0.366030679367398,-0.570824102754356
4.4,-0.607688445954531,0.396546766744239,0.396546766744246,-0.35316129243826
4.5,-0.581286619590468,0.359925427515687,0.359925427515784,-0.0388428176655163
4.6,-0.51931603315188,0.239432957116017,0.239432957116212,0.308915805391225
4.7,-0.398298422540649,0.065786355748207,0.0657863557482689,0.57057499280732
4.8,-0.225047832560795,-0.0824399330505539,-0.0824399330504589,0.650426956416467
4.9,-0.0421017317365508,-0.144797865365516,-0.14479786536489,0.562278591061913
5,0.114536214812007,-0.117131258797501,-0.117131258797401,0.39047633776144
5.1,0.236321239748701,-0.0287558420336278,-0.028755842034019,0.202310089085164
5.2,0.32896138893785,0.0830827093576294,0.0830827093576433,0.0228331461093215
5.3,0.399048171266821,0.194121038720062,0.19412103872001,-0.146602265943466
5.4,0.449091398997075,0.291890380691622,0.291890380691466,-0.308724998894456
5.5,0.475993046708828,0.365920157510941,0.365920157510855,-0.462288916203654
5.6,0.470114358534199,0.404910928382873,0.40491092838287,-0.602591391150028
5.7,0.41719341998998,0.401106952219523,0.40110695221952,-0.721706278267135
5.8,0.312374777484205,0.365248075490425,0.365248075490417,-0.799553471984906
5.9,0.187392146446829,0.338939239820359,0.33893923982037,-0.800663165478174
6,0.101717358734366,0.362136680845706,0.362136680845711,-0.712208007067147
6.1,0.0789775188491455,0.426051467778493,0.4260514677785,-0.565801955772893
6.2,0.0949939176633996,0.493673706277482,0.493673706277497,-0.395652181288232
6.3,0.119973942405285,0.537611498160733,0.537611498160734,-0.216173966884116
6.4,0.138506420948759,0.544291572127433,0.544291572127424,-0.0310687874111794
6.5,0.148231734014872,0.505150424009932,0.505150424009924,0.155438533372565
