"Freq [GHz]","im(S(1,1)) []","im(S(1,2)) []","im(S(2,1)) []","im(S(2,2)) []"
3,-0.725511221544708,-0.223548185529544,-0.223548185529546,-0.653723523885136
3.1,-0.790071449673183,-0.0793952536055702,-0.0793952536055715,-0.782069811695541
3.2,-0.848742865101962,0.0538487194791664,0.053848719479166,-0.81847332368261
3.3,-0.89499960569227,0.151004754913604,0.151004754913606,-0.722722155159892
3.4,-0.914962074022567,0.182860704232795,0.182860704232796,-0.470016121057039
3.5,-0.891263045158645,0.12945691797248,0.129456917972478,-0.0856449826547956
3.6,-0.812749219769305,0.00290917540056842,0.00290917540056646,0.333465891757366
3.7,-0.684745113229458,-0.14792801159723,-0.14792801159723,0.658573875341781
3.8,-0.526984709044281,-0.265714154110891,-0.26571415411089,0.811148524099347
3.9,-0.359096629288212,-0.315667721270084,-0.315667721270083,0.797196055952545
4,-0.18968995737675,-0.290410950611074,-0.290410950611075,0.673125361531763
4.1,-0.0173707979166863,-0.196804131144849,-0.196804131144848,0.501745898743408
4.2,0.158102013117465,-0.045208080292376,-0.0452080802923746,0.331848317824767
4.3,0.303480075731348,0.138074096846628,0.138074096846627,0.187954252003952
4.4,0.285440544859351,0.250697437682297,0.250697437682291,0.0367876607046631
4.5,0.0212424954149399,0.184879483243101,0.184879483243102,-0.208285662159349
4.6,-0.193971297382987,0.0931063552562433,0.0931063552562456,-0.48454220480642
4.7,-0.240671535039877,0.0858601377883164,0.0858601377883136,-0.673458451827711
4.8,-0.216014388328385,0.134084853561637,0.134084853561633,-0.770899404590254
4.9,-0.180472968433208,0.205845275016397,0.205845275016395,-0.799491332672018
5,-0.154935785783531,0.286262555064526,0.286262555064525,-0.771316106368408
5.1,-0.145494654004573,0.368334517482626,0.368334517482628,-0.690086656308638
5.2,-0.152685255827609,0.446591916152154,0.446591916152156,-0.555152090131257
5.3,-0.173256798368197,0.512836380990995,0.512836380990996,-0.364113562699224
5.4,-0.19863256883276,0.551902219940699,0.551902219940699,-0.116568111796566
5.5,-0.211949110024466,0.538330161396698,0.538330161396697,0.176896606928207
5.6,-0.187494205533479,0.442578863138071,0.442578863138071,0.475354396222645
5.7,-0.0999430558217535,0.263432754638742,0.263432754638743,0.683833930299628
5.8,0.055209266586345,0.0686681084204809,0.0686681084204785,0.675296149784898
5.9,0.250240060091136,-0.0427936915765994,-0.0427936915766035,0.413329108873924
6,0.442551007087843,-0.0352501364206918,-0.0352501364206938,0.0295426273074181
6.1,0.600894060719024,0.0572053236457979,0.0572053236457969,-0.311268034095745
6.2,0.71300062969067,0.183721032797999,0.183721032797997,-0.540200813442743
6.3,0.778471524290463,0.3038212203357,0.303821220335697,-0.664900919708911
6.4,0.801190390545693,0.390921119545509,0.390921119545507,-0.715163991139982
6.5,0.786180360735895,0.4324225297435,0.432422529743501,-0.717686877543153
