"Freq [GHz]","im(S(1,1)) []","im(S(1,2)) []","im(S(2,1)) []","im(S(2,2)) []"
3,-0.716680391428359,0.0206117023528535,0.0206117023528536,-0.0986277602093564
3.1,-0.658914397153552,0.0233101235681866,0.0233101235681867,-0.0917914103353187
3.2,-0.596814612181536,0.026077368033376,0.026077368033376,-0.0827792152509374
3.3,-0.53073699683447,0.0288756110050961,0.0288756110050961,-0.0715402385020396
3.4,-0.461069651929924,0.0316534563861074,0.0316534563861075,-0.0581539836017403
3.5,-0.388231813468741,0.0343419403461478,0.0343419403461478,-0.0428832044211722
3.6,-0.312672411913944,0.0368498487971194,0.0368498487971195,-0.0262317995090667
3.7,-0.234868131485481,0.0390586486093023,0.0390586486093024,-0.0090017976605417
3.8,-0.155320914514042,0.04081776491206,0.0408177649120601,0.00765991851749909
3.9,-0.074554870034023,0.0419416316501325,0.0419416316501326,0.0222381710524267
4,0.0068874355850433,0.042210913125786,0.0422109131257861,0.0328661527166679
4.1,0.088449305411845,0.0413813755095272,0.0413813755095273,0.0374028930706954
4.2,0.169564829373317,0.0392045431920825,0.0392045431920826,0.0335956467619269
4.3,0.24966433697783,0.0354634336885769,0.035463433688577,0.0193518199236981
4.4,0.328180300435733,0.0300228959011193,0.0300228959011194,-0.00686451548116847
4.5,0.404553574427462,0.0228866005275605,0.0228866005275605,-0.045529317187541
