"Freq [GHz]","re(S(1,1)) []","re(S(1,2)) []","re(S(2,1)) []","re(S(2,2)) []"
3,0.160018790830017,-0.512696172100176,-0.512696172100176,0.259597929581807
3.1,0.0948973967554137,-0.510482844358345,-0.510482844358345,0.140440890690623
3.2,0.0313307154163273,-0.498079564295404,-0.498079564295404,0.0168711812786821
3.3,-0.0317836492674384,-0.476019444797167,-0.476019444797167,-0.108748743899035
3.4,-0.0954305958261275,-0.445326502763342,-0.445326502763342,-0.234059964289629
3.5,-0.160324117979576,-0.407384270363371,-0.407384270363371,-0.356615945353627
3.6,-0.226863562098894,-0.363771537715906,-0.363771537715905,-0.473771061916067
3.7,-0.295129852380236,-0.316105234864031,-0.31610523486403,-0.582562356799764
3.8,-0.364894369530168,-0.265923074268963,-0.265923074268962,-0.679601905923406
3.9,-0.435634398706401,-0.21462444897404,-0.214624448974039,-0.761003696706658
4,-0.506558749741931,-0.163474000257231,-0.16347400025723,-0.822377775213255
4.1,-0.576651586169887,-0.113662087589962,-0.113662087589961,-0.858933423439548
4.2,-0.644744523551362,-0.0664096030493894,-0.0664096030493892,-0.865737775745737
4.3,-0.709625544162796,-0.0230969309656005,-0.0230969309656003,-0.838170242165059
4.4,-0.770178158125201,0.0146177939105128,0.0146177939105129,-0.772591971829172
4.5,-0.82549225380677,0.0447518885296114,0.0447518885296117,-0.667219409335638
4.6,-0.874806643464066,0.0651143277103048,0.0651143277103051,-0.523176421451917
4.7,-0.917210773345735,0.0736810445976366,0.0736810445976368,-0.345721888792414
4.8,-0.951435543916693,0.0692447497480909,0.0692447497480908,-0.145596279259679
4.9,-0.976173076826916,0.0521517872910748,0.0521517872910745,0.0602039081580155
5,-0.990613554000899,0.0247122984247415,0.0247122984247413,0.250588274124918
5.1,-0.994600756896068,-0.00911749790020621,-0.00911749790020619,0.40788294649139
5.2,-0.988437876323106,-0.0447812641838074,-0.0447812641838076,0.526052008238045
5.3,-0.972654433483379,-0.0784005991672599,-0.0784005991672609,0.609575940576756
5.4,-0.947857906458513,-0.107660796372596,-0.107660796372598,0.664844126766976
5.5,-0.914654052163773,-0.131904905568564,-0.131904905568565,0.695102046126851
5.6,-0.873603537590802,-0.151286545538111,-0.15128654553811,0.701129854618963
5.7,-0.82519887824439,-0.165475804661711,-0.165475804661711,0.683334494923351
5.8,-0.769857121706105,-0.173441917332476,-0.173441917332479,0.642909852823436
5.9,-0.707928205544327,-0.174575491280865,-0.174575491280867,0.582079652078448
6,-0.639720174243991,-0.16922282749676,-0.16922282749676,0.503928433608954
6.1,-0.565542503405655,-0.158172940561617,-0.158172940561618,0.412129362843603
6.2,-0.48576809499556,-0.142134934872506,-0.142134934872507,0.310681686058673
6.3,-0.400912719726807,-0.121591297314092,-0.121591297314094,0.203679253161833
6.4,-0.311727161042326,-0.0968662466042169,-0.0968662466042189,0.0951048849847239
6.5,-0.219291605738438,-0.0682593381995541,-0.0682593381995544,-0.0113540086306964
