"Freq [GHz]","im(S(1,1)) []","im(S(1,2)) []","im(S(1,3)) []","im(S(1,4)) []","im(S(2,1)) []","im(S(2,2)) []","im(S(2,3)) []","im(S(2,4)) []","im(S(3,1)) []","im(S(3,2)) []","im(S(3,3)) []","im(S(3,4)) []","im(S(4,1)) []","im(S(4,2)) []","im(S(4,3)) []","im(S(4,4)) []"
3,-0.623370201524384,0.372146572166285,-0.102373253361497,0.177717421000486,0.372146572166283,0.0275598671553057,-0.177575622135651,0.709302788762638,-0.102373253361497,-0.177575622135653,-0.623645768667146,-0.371221051821986,0.17771742100049,0.70930278876264,-0.371221051821983,0.02319079420648
3.1,-0.551686730925599,0.213294761710095,-0.326843020038939,0.251805212003345,0.213294761710081,-0.078189041691056,-0.253205292913545,0.749766283453369,-0.326843020038941,-0.253205292913537,-0.55528668456713,-0.20876481517411,0.25180521200335,0.749766283453374,-0.20876481517411,-0.0847589645791876
3.2,-0.282062405340115,0.0172016553509339,-0.673334958799232,0.108781648155827,0.0172016553509413,0.0243158873391141,-0.115333634809346,0.500280053335751,-0.67333495879924,-0.115333634809336,-0.2939855679366,-0.00869476487044995,0.108781648155832,0.500280053335741,-0.00869476487044783,0.0224804816200739
3.3,-0.371383259372243,0.163072037310115,-0.498504325298226,0.0408236799599773,0.163072037310183,0.145554101398921,-0.0400284100436925,-0.103308683677243,-0.498504325298225,-0.0400284100436892,-0.380569308243218,-0.16162202972767,0.0408236799599943,-0.103308683677288,-0.161622029727664,0.145883153113008
3.4,-0.605375951764279,0.336396863963753,-0.0563427504936269,-0.0383251065044904,0.336396863963808,0.13894882341202,0.0437218365284659,-0.573008239812408,-0.0563427504936517,0.0437218365284569,-0.605097973151783,-0.341379605384988,-0.0383251065044605,-0.573008239812431,-0.341379605384984,0.146587184492677
3.5,-0.57306429552133,0.270170007391364,0.141458328939583,-0.184353487990946,0.270170007391264,0.0076264726564413,0.187909350208293,-0.726291484803566,0.141458328939553,0.187909350208282,-0.569302592373155,-0.278271196162485,-0.184353487990928,-0.726291484803517,-0.278271196162474,0.0196895212525047
3.6,-0.49729154895332,0.100491380643816,0.320914796641279,-0.24746246532094,0.100491380643963,-0.114073025641274,0.247905004340963,-0.650208938059144,0.320914796641213,0.247905004340929,-0.490292214657728,-0.109495112818244,-0.247462465320879,-0.650208938059198,-0.109495112818248,-0.105443461901771
3.7,-0.32265014886353,-0.083188105500332,0.559153905681003,-0.136638248962131,-0.0831881055003336,-0.0202446490478851,0.133094669989222,-0.331410840659691,0.559153905680994,0.133094669989231,-0.310598091377025,0.0770145185304576,-0.136638248962126,-0.33141084065968,0.0770145185304718,-0.0200141815578879
3.8,-0.3008956232631,-0.00823886242380247,0.489114300490992,0.0169690598614686,-0.00823886242378186,0.161147926778386,-0.0170255730557781,0.241845359748713,0.489114300490973,-0.017025573055781,-0.292538444527202,0.00910176610502271,0.0169690598614918,0.24184535974872,0.00910176610502622,0.16089717818977
3.9,-0.527952646251341,0.212657910841715,0.0214833242628929,0.0695438701189127,0.212657910841717,0.118322577173657,-0.0703939891932082,0.671557326927066,0.021483324262893,-0.0703939891932049,-0.527552667678823,-0.214289276406139,0.0695438701189131,0.671557326927067,-0.21428927640614,0.119051255062629
