"Freq [MHz]","mag(Zt(Rectangle3_T1,Rectangle3_T1)) []"
347.5,147.207444430673
348,148.685389831354
348.5,150.157310535293
349,151.622690984609
349.5,153.081028826273
350,154.531835633701
350.5,155.964434731798
351,157.386831042223
351.5,158.798114561994
352,160.197400260831
352.5,161.583830318895
353,162.956576474782
353.5,164.314842480944
354,165.657866662794
354.5,166.984924576681
355,168.295331760891
355.5,169.588446572772
356,170.863673103935
356.5,172.120464164379
357,173.358324325257
357.5,174.576813008807
358,175.775547612851
358.5,176.954206656102
359,178.112532929364
359.5,179.250336636605
360,180.367498508814
360.5,181.463972872453
361,182.539790653393
361.5,183.595062296226
362,184.629980578044
362.5,185.644823294961
363,186.639955799022
363.5,187.615833362557
364,188.573003346617
364.5,189.512107149825
365,190.433881913825
365.5,191.339161961543
366,192.228879944641
366.5,193.104067676955
367,193.965856631289
367.5,194.815478077736
368,195.654262842757
368.5,196.483640669522
369,197.305139161571
369.5,198.120382293671
370,198.931088475832
370.5,199.739068158854
371,200.546220972419
371.5,201.354532389774
372,202.166069916262
372.5,202.982978802586
373,203.807477287456
373.5,204.641851378431
374,205.488449184046
374.5,206.349674814844
375,207.227981875602
375.5,208.125866575806
376,209.0458604902
376.5,209.990523006016
377,210.962433498098
377.5,211.964183277554
378,212.998367363691
378.5,214.067576132677
379,215.174386899582
379.5,216.321355493051
380,217.511007883751
380.5,218.74583192887
381,220.028269295215
381.5,221.360707622826
382,222.74547298944
382.5,224.18482273363
383,225.680938690959
383.5,227.235920893094
384,228.851781774597
384.5,230.530440926112
385,232.273720425959
385.5,234.083340774989
386,235.960917451888
386.5,237.907958098335
387,239.925860335424
387.5,242.015910204942
388,244.17928122146
388.5,246.417034013927
389,248.730116528749
389.5,251.119364760207
390,253.585503968675
390.5,256.129150342528
391,258.750813055852
391.5,261.450896671204
392,264.229703834633
392.5,267.087438209034
393,270.02420759151
393.5,273.040027160849
394,276.13482280228
394.5,279.308434458377
395,282.560619457177
395.5,285.891055771238
396,289.299345164358
396.5,292.785016185936
397,296.347526976382
397.5,299.986267850571
398,303.700563629876
398.5,307.489675696942
399,311.352803750841
399.5,315.28908724368
400,319.297606482997
400.5,323.37738338743
401,327.527381886077
401.5,331.746507954804
402,336.033609285349
402.5,340.387474585572
403,344.80683251154
403.5,349.290350234316
404,353.836631646485
404.5,358.444215215422
405,363.111571492353
405.5,367.837100288171
406,372.619127528962
406.5,377.455901806204
407,382.345590638628
407.5,387.28627646493
408,392.275952388735
408.5,397.312517699646
409,402.393773196749
409.5,407.517416343644
410,412.681036287026
410.5,417.882108773856
411,423.117991005541
411.5,428.385916470907
412,433.682989803508
412.5,439.006181712554
413,444.352324040725
413.5,449.718105006189
414,455.100064690258
414.5,460.494590836234
415,465.897915029059
415.5,471.306109329316
416,476.715083438831
416.5,482.120582478514
417,487.518185462035
417.5,492.90330455133
418,498.27118518167
418.5,503.61690714491
419,508.935386719484
419.5,514.22137993454
420,519.469487053145
420.5,524.67415835566
421,529.829701298962
421.5,534.930289120139
422,539.969970944382
422.5,544.942683446116
423,549.84226409974
423.5,554.662466041758
424,559.396974549658
424.5,564.03942512449
425,568.583423144187
425.5,573.022565033087
426,577.350460870398
426.5,581.560758336616
427,585.647167872638
427.5,589.603488901943
428,593.423636942109
428.5,597.101671408824
429,600.631823893751
429.5,604.008526677922
430,607.226441225165
430.5,610.280486386052
431,613.165866032559
431.5,615.878095837315
432,618.413028909715
432.5,620.766880004173
433,622.93624802395
433.5,624.918136557064
434,626.70997219896
434.5,628.309620439465
435,629.715398918857
435.5,630.926087889188
436,631.940937751516
436.5,632.759673577104
437,633.382496559693
437.5,633.810082386194
438,634.04357655357
438.5,634.084586699268
439,633.935172050795
439.5,633.597830135747
440,633.075480926419
440.5,632.371448622118
441,631.489441297193
441.5,630.433528663091
442,629.208118208192
442.5,627.817929989708
443,626.267970357511
443.5,624.56350489061
444,622.710030823198
444.5,620.713249229323
445,618.579037223583
445.5,616.313420420204
446,613.922545875265
446.5,611.412655716877
447,608.790061646604
447.5,606.061120472804
448,603.232210813332
448.5,600.309711081764
449,597.299978848356
449.5,594.209331644641
450,591.044029259456
450.5,587.810257554222
451,584.514113806994
451.5,581.161593578028
452,577.758579074732
452.5,574.310828980707
453,570.823969702299
453.5,567.303487976557
454,563.754724776712
454.5,560.182870445164
455,556.592960979293
455.5,552.989875392282
456,549.378334069134
456.5,545.762898037335
457,542.147969071795
457.5,538.537790554798
458,534.936449013509
458.5,531.347876260008
459,527.775852061753
459.5,524.224007273675
460,520.695827366708
460.5,517.194656291357
461,513.723700618813
461.5,510.286033906114
462,506.88460123581
462.5,503.522223884495
463,500.201604078421
463.5,496.925329798058
464,493.695879597063
464.5,490.515627404417
465,487.38684728175
465.5,484.311718110779
466,481.292328188621
466.5,478.330679711294
467,475.428693128087
467.5,472.588211351669
468,469.811003810769
468.5,467.098770334047
469,464.453144855385
469.5,461.875698932246
470,459.367945070059
470.5,456.93133984663
471,454.567286831593
471.5,452.277139296738
472,450.06220271372
472.5,447.923737036249
473,445.862958764281
473.5,443.881042788146
474,441.97912401067
474.5,440.158298745612
475,438.419625890691
475.5,436.764127873459
476,435.192791368137
476.5,433.706567781293
477,432.306373503921
477.5,430.99308992709
478,429.767563217817
478.5,428.63060385128
479,427.582985894766
479.5,426.625446038088
480,425.75868236427
480.5,424.983352853473
481,424.300073612093
481.5,423.709416817858
482,423.211908370681
482.5,422.808025237698
483,422.498192479719
483.5,422.282779944936
484,422.16209861437
484.5,422.136396582154
485,422.205854652328
485.5,422.37058153249
486,422.63060860329
486.5,422.985884241585
487,423.436267673948
487.5,423.981522336384
488,424.621308715442
488.5,425.355176645607
489,426.182557037969
489.5,427.102753015741
490,428.114930433398
490.5,429.218107758117
491,430.411145294996
491.5,431.692733741242
492,433.061382059488
492.5,434.515404666628
493,436.052907942339
493.5,437.671776070919
494,439.369656241499
494.5,441.143943245198
495,442.991763523612
495.5,444.909958741455
496,446.895068977196
496.5,448.943315649486
497,451.050584324024
497.5,453.212407575353
498,455.42394811087
498.5,457.679982399877
499,459.974885088583
499.5,462.302614522044
500,464.656699735564
500.5,467.030229320146
501,469.415842608111
501.5,471.805723664609
502,474.191598606762
502.5,476.5647368027
503,478.915956525409
503.5,481.235635648826
504,483.513727973028
504.5,485.739785749069
505,487.902988939055
505.5,489.992181690682
506,491.995916425426
506.5,493.902505833767
507,495.700082938295
507.5,497.37666922601
508,498.920250665722
508.5,500.318861217647
509,501.560673214338
509.5,502.634093750726
510,503.527865973904
510.5,504.23117391961
511,504.733749312477
511.5,505.0259785425
512,505.099007862534
512.5,504.944844732228
513,504.556453172987
513.5,503.927841004491
514,503.054136911771
514.5,501.931655444984
515,500.557948280516
515.5,498.931840366218
516,497.053449926162
516.5,494.924191698168
517,492.546763204722
517.5,489.925114296902
518,487.064400642835
518.5,483.970922238721
519,480.652048384546
519.5,477.116130874078
520,473.372407388357
520.5,469.430897246731
521,465.302291756435
521.5,460.997841411943
522,456.529242133639
522.5,451.908522609722
523,447.147934625992
523.5,442.259848047186
524,437.256651863363
524.5,432.150662448041
525,426.954039902984
525.5,421.678713098343
526,416.336313764777
526.5,410.938119763422
527,405.495007454845
527.5,400.017412912738
528,394.515301583333
528.5,388.998145877506
529,383.474910097772
529.5,377.954042045047
530,372.44347061706
530.5,366.950608698685
531,361.482360650774
531.5,356.045133724944
532,350.644852764144
532.5,345.286977589513
533,339.976522520639
533.5,334.718077526335
534,329.515830554652
534.5,324.373590642381
535,319.294811454515
535.5,314.282614952135
536,309.339814932099
536.5,304.468940223534
537,299.672257363905
537.5,294.95179261146
538,290.309353181031
538.5,285.746547616593
539,281.264805236896
539.5,276.86539461006
540,272.549441029483
540.5,268.317942977146
541,264.171787571499
541.5,260.111765006054
542,256.138581991749
542.5,252.252874221314
543,248.4552178776
543.5,244.746140210332
544,241.126129207096
544.5,237.59564238501
545,234.155114729387
545.5,230.804965805081
546,227.545606065284
546.5,224.377442381315
547,221.300882815741
547.5,218.31634065989
548,215.42423775579
548.5,212.625007121725
549,209.919094900129
549.5,207.306961646502
550,204.789082978468
550.5,202.365949605138
551,200.038066758545
551.5,197.805953051186
552,195.6701387866
552.5,193.63116375345
553,191.689574537667
553.5,189.845921391869
554,188.100754706301
554.5,186.454621130885
555,184.908059403444
555.5,183.461595944594
556,182.115740284948
556.5,180.870980394988
557,179.727777991896
557.5,178.686563900679
558,177.747733548753
558.5,176.911642673618
559,176.1786033222
559.5,175.54888021767
560,175.022687565115
560.5,174.60018636124
561,174.281482265409
561.5,174.066624079993
562,173.955602877267
562.5,173.948351798382
563,174.044746537413
563.5,174.244606510648
564,174.547696698332
564.5,174.953730133558
565,175.462371001103
565.5,176.073238298184
566,176.785909999516
566.5,177.599927661021
567,178.514801390092
567.5,179.530015105594
568,180.645032007814
568.5,181.859300177201
569,183.172258220917
569.5,184.58334088776
570,186.091984574676
570.5,187.697632651661
571,189.399740536061
571.5,191.197780451908
572,193.091245814696
572.5,195.079655186657
573,197.162555751994
573.5,199.339526265431
574,201.610179430644
574.5,203.97416366766
575,206.431164229867
575.5,208.980903631923
576,211.623141349505
576.5,214.357672750384
577,217.184327213913
577.5,220.102965392469
578,223.113475563886
578.5,226.215769018409
579,229.409774417232
579.5,232.695431052338
580,236.072680929221
580.5,239.541459585217
581,243.10168554668
581.5,246.753248318363
582,250.495994788156
582.5,254.329713920099
583,258.254119598627
583.5,262.26883147753
584,266.373353678776
584.5,270.567051179451
585,274.849123720476
585.5,279.218577069057
586,283.674191469178
586.5,288.21448712178
587,292.837686550079
587.5,297.541673727219
588,302.323949874938
588.5,307.181585885204
589,312.111171373942
589.5,317.108760449701
590,322.169814372645
590.5,327.289141393417
591,332.460834199655
591.5,337.678205562404
592,342.933722967097
592.5,348.218943235028
593,353.524448390775
593.5,358.839784306807
594,364.153403953959
594.5,369.452617398311
595,374.723551000412
595.5,379.951118576886
596,385.119007557897
596.5,390.209683392904
597,395.204415593007
597.5,400.083328819165
598,404.825482297033
598.5,409.408980526869
599,413.811117729279
599.5,418.008557699828
600,421.977549724735
