"Freq [MHz]","mag(St(Rectangle3_T1,Rectangle3_T1)) []"
100,0.99430927180477
100.5,0.994327410387353
101,0.994344940881222
101.5,0.994361872618826
102,0.994378214746217
102.5,0.994393976227624
103,0.994409165849896
103.5,0.994423792226829
104,0.994437863803382
104.5,0.994451388859781
105,0.994464375515513
105.5,0.994476831733214
106,0.994488765322463
106.5,0.994500183943465
107,0.994511095110652
107.5,0.994521506196177
108,0.994531424433326
108.5,0.994540856919844
109,0.994549810621165
109.5,0.994558292373572
110,0.994566308887264
110.5,0.994573866749355
111,0.994580972426793
111.5,0.9945876322692
112,0.994593852511651
112.5,0.994599639277374
113,0.994604998580387
113.5,0.994609936328068
114,0.994614458323659
114.5,0.994618570268711
115,0.99462227776547
115.5,0.994625586319197
116,0.99462850134044
116.5,0.994631028147246
117,0.994633171967317
117.5,0.99463493794012
118,0.994636331118941
118.5,0.994637356472892
119,0.994638018888868
119.5,0.994638323173461
120,0.994638274054826
120.5,0.994637876184504
121,0.994637134139199
121.5,0.99463605242252
122,0.994634635466678
122.5,0.994632887634144
123,0.99463081321927
123.5,0.994628416449871
124,0.994625701488777
124.5,0.99462267243534
125,0.994619333326917
125.5,0.994615688140314
126,0.994611740793199
126.5,0.994607495145485
127,0.994602955000683
127.5,0.994598124107223
128,0.99459300615975
128.5,0.99458760480039
129,0.994581923619987
129.5,0.99457596615932
130,0.99456973591029
130.5,0.99456323631708
131,0.994556470777299
131.5,0.994549442643097
132,0.994542155222255
132.5,0.99453461177926
133,0.994526815536356
133.5,0.994518769674571
134,0.99451047733473
134.5,0.99450194161844
135,0.99449316558907
135.5,0.994484152272697
136,0.994474904659046
136.5,0.994465425702407
137,0.994455718322538
137.5,0.994445785405551
138,0.994435629804782
138.5,0.99442525434165
139,0.994414661806493
139.5,0.994403854959398
140,0.994392836531019
140.5,0.994381609223368
141,0.994370175710613
141.5,0.994358538639849
142,0.994346700631861
142.5,0.994334664281882
143,0.994322432160331
143.5,0.994310006813549
144,0.994297390764512
144.5,0.994284586513558
145,0.994271596539075
145.5,0.994258423298208
146,0.994245069227536
146.5,0.994231536743753
147,0.994217828244343
147.5,0.994203946108235
148,0.994189892696468
148.5,0.994175670352835
149,0.994161281404529
149.5,0.994146728162784
150,0.994132012923503
150.5,0.99411713796789
151,0.994102105563071
151.5,0.994086917962716
152,0.994071577407652
152.5,0.994056086126476
153,0.994040446336164
153.5,0.994024660242676
154,0.994008730041558
154.5,0.993992657918549
155,0.993976446050176
155.5,0.993960096604355
156,0.993943611740985
156.5,0.993926993612551
157,0.993910244364715
157.5,0.993893366136917
158,0.993876361062971
158.5,0.993859231271662
159,0.993841978887349
159.5,0.993824606030564
160,0.993807114818619
160.5,0.993789507366207
161,0.993771785786015
161.5,0.993753952189337
162,0.993736008686687
162.5,0.993717957388423
163,0.993699800405368
163.5,0.993681539849445
164,0.993663177834308
164.5,0.993644716475989
165,0.99362615789354
165.5,0.993607504209694
166,0.993588757551523
166.5,0.993569920051112
167,0.993550993846234
167.5,0.993531981081042
168,0.993512883906766
168.5,0.993493704482417
169,0.99347444497551
169.5,0.993455107562788
170,0.993435694430972
170.5,0.993416207777504
171,0.993396649811322
171.5,0.993377022753639
172,0.993357328838736
172.5,0.993337570314772
173,0.993317749444614
173.5,0.993297868506676
174,0.993277929795782
174.5,0.993257935624038
175,0.993237888321738
175.5,0.993217790238272
176,0.993197643743071
176.5,0.993177451226558
177,0.993157215101136
177.5,0.993136937802188
178,0.993116621789108
178.5,0.993096269546354
179,0.99307588358453
179.5,0.993055466441491
180,0.99303502068348
180.5,0.993014548906297
181,0.992994053736492
181.5,0.992973537832594
182,0.992953003886374
182.5,0.992932454624143
183,0.992911892808079
183.5,0.992891321237604
184,0.992870742750787
184.5,0.992850160225791
185,0.992829576582369
185.5,0.992808994783392
186,0.99278841783643
186.5,0.992767848795374
187,0.99274729076211
187.5,0.992726746888242
188,0.992706220376863
188.5,0.992685714484387
189,0.992665232522428
189.5,0.992644777859744
190,0.99262435392423
190.5,0.992603964204988
191,0.992583612254446
191.5,0.992563301690545
192,0.992543036199006
192.5,0.992522819535647
193,0.99250265552879
193.5,0.992482548081731
194,0.992462501175293
194.5,0.992442518870454
195,0.99242260531106
195.5,0.992402764726617
196,0.99238300143517
196.5,0.992363319846276
197,0.992343724464059
197.5,0.992324219890362
198,0.992304810827992
198.5,0.992285502084063
199,0.992266298573434
199.5,0.992247205322251
200,0.992228227471591
200.5,0.992209370281201
201,0.992190639133352
201.5,0.992172039536787
202,0.992153577130783
202.5,0.992135257689308
203,0.992117087125289
203.5,0.992099071494982
204,0.992081217002437
204.5,0.992063530004065
205,0.992046017013297
205.5,0.992028684705333
206,0.992011539921974
206.5,0.991994589676523
207,0.991977841158759
207.5,0.991961301739964
208,0.991944978977982
208.5,0.991928880622318
209,0.991913014619227
209.5,0.991897389116799
210,0.991882012469994
210.5,0.991866893245607
211,0.991852040227131
211.5,0.991837462419461
212,0.991823169053409
212.5,0.991809169589972
213,0.99179547372428
213.5,0.991782091389164
214,0.991769032758251
214.5,0.991756308248501
215,0.991743928522057
215.5,0.991731904487309
216,0.991720247298992
216.5,0.991708968357185
217,0.991698079304991
217.5,0.991687592024695
218,0.991677518632133
218.5,0.991667871468992
219,0.9916586630927
219.5,0.991649906263521
220,0.991641613928411
220.5,0.991633799201125
221,0.991626475337991
221.5,0.99161965570867
222,0.991613353761119
222.5,0.991607582979866
223,0.991602356836533
223.5,0.991597688731432
224,0.991593591924809
224.5,0.991590079456141
225,0.991587164049597
225.5,0.991584858003486
226,0.991583173061148
226.5,0.991582120260354
227,0.991581709757726
227.5,0.99158195062419
228,0.99158285060671
228.5,0.991584415850783
229,0.991586650577213
229.5,0.991589556705483
230,0.991593133414757
230.5,0.991597376631828
231,0.99160227843344
231.5,0.99160782634803
232,0.991614002539112
232.5,0.991620782849157
233,0.991628135678657
233.5,0.991636020670113
234,0.991644387160587
234.5,0.99165317235905
235,0.991662299195723
235.5,0.991671673779426
236,0.991681182385275
236.5,0.991690687878124
237,0.991700025456086
237.5,0.991708997572341
238,0.991717367860699
238.5,0.991724853849358
239,0.991731118195602
239.5,0.991735758108783
240,0.991738292545854
240.5,0.991738146657672
241,0.991734632828403
241.5,0.991726927475259
242,0.991714042549247
242.5,0.991694790382938
243,0.991667740146111
243.5,0.991631163664204
244,0.99158296768645
244.5,0.99152060880421
245,0.991440986037947
245.5,0.991340304527597
246,0.991213901630143
246.5,0.991056023849653
247,0.990859539125638
247.5,0.990615563713884
248,0.990312975715172
248.5,0.989937777599125
249,0.989472257043923
249.5,0.988893878198873
250,0.988173813366779
250.5,0.987274998188015
251,0.986149564117466
251.5,0.984735478558198
252,0.982952227010931
252.5,0.980695453479681
253,0.977830745155073
253.5,0.974187429793948
254,0.969554771102635
254.5,0.963685983081106
255,0.956320811796251
255.5,0.947244807767981
256,0.936408101366036
256.5,0.924112773192342
257,0.911217849692056
257.5,0.899199270328214
258,0.889845742648461
258.5,0.884581212417371
259,0.8838315149084
259.5,0.886943652162125
260,0.892660530258823
260.5,0.899699780224344
261,0.907086429187848
261.5,0.914216116320898
262,0.920779971742682
262.5,0.926661293311279
263,0.931852070260825
263.5,0.936398106184369
264,0.940366986087708
264.5,0.943830985239888
265,0.946858779750143
265.5,0.949511993827372
266,0.951844248886914
266.5,0.953901415380922
267,0.955722375207896
267.5,0.95733994185448
268,0.958781768909777
268.5,0.960071173926406
269,0.96122785344357
269.5,0.962268488486312
270,0.963207250127469
270.5,0.96405621826925
271,0.964825727133152
271.5,0.965524649845337
272,0.966160632886319
272.5,0.966740289484102
273,0.967269359468084
273.5,0.967752841741086
274,0.968195104381511
274.5,0.968599976441934
275,0.968970824738903
275.5,0.969310618303836
276,0.969621982660814
276.5,0.969907245691159
277,0.970168476518098
277.5,0.970407518581744
278,0.970626017862562
278.5,0.970825447040104
279,0.971007126235105
279.5,0.971172240870369
280,0.971321857094238
280.5,0.971456935135561
281,0.971578340897865
281.5,0.971686856050075
282,0.971783186829709
282.5,0.971867971740239
283,0.971941788295947
283.5,0.972005158944001
284,0.972058556273858
284.5,0.972102407607641
285,0.972137099051378
285.5,0.972162979075397
286,0.972180361682411
286.5,0.972189529213568
287,0.972190734835727
287.5,0.972184204747298
288,0.972170140134863
288.5,0.972148718908514
289,0.972120097240075
289.5,0.972084410925219
290,0.972041776587706
290.5,0.97199229274162
291,0.971936040725394
291.5,0.971873085519645
292,0.971803476459243
292.5,0.971727247848713
293,0.971644419488832
293.5,0.971554997121243
294,0.971458972796964
294.5,0.971356325173841
295,0.971247019747242
295.5,0.971131009017625
296,0.971008232598001
296.5,0.97087861726377
297,0.970742076946891
297.5,0.970598512675883
298,0.970447812462718
298.5,0.970289851137244
299,0.970124490129401
299.5,0.969951577199093
300,0.969770946113219
300.5,0.969582416269009
301,0.969385792262444
301.5,0.96918086340016
302,0.968967403152897
302.5,0.968745168548148
303,0.968513899499282
303.5,0.968273318067993
304,0.968023127656517
304.5,0.967763012125572
305,0.967492634833505
305.5,0.967211637591612
306,0.966919639530019
306.5,0.966616235867905
307,0.966300996581211
307.5,0.965973464960229
308,0.965633156048703
308.5,0.96527955495521
309,0.964912115026656
309.5,0.964530255872679
310,0.964133361228629
310.5,0.963720776643543
311,0.963291806978138
311.5,0.962845713696346
312,0.962381711932203
312.5,0.961898967312055
313,0.961396592509942
313.5,0.960873643511765
314,0.960329115561221
314.5,0.959761938757698
315,0.959170973273118
315.5,0.958555004151179
316,0.957912735648525
316.5,0.957242785072935
317,0.956543676068712
317.5,0.955813831293928
318,0.955051564428022
318.5,0.954255071441311
319,0.953422421050204
319.5,0.95255154427324
320,0.951640222993221
320.5,0.950686077419752
321,0.949686552334116
321.5,0.948638901984467
322,0.947540173483658
322.5,0.94638718854434
323,0.945176523366048
323.5,0.943904486466543
324,0.942567094224359
324.5,0.941160043870946
325,0.939678683638608
325.5,0.938117979734149
326,0.936472479767236
326.5,0.934736272216469
327,0.932902941464335
327.5,0.930965517874091
328,0.928916422316401
328.5,0.926747404480597
329,0.924449474224142
329.5,0.922012825123485
330,0.919426749289649
330.5,0.916679542402184
331,0.913758397795558
331.5,0.910649288303155
332,0.907336834427009
332.5,0.903804157258344
333,0.900032714428817
333.5,0.896002117230601
334,0.891689926913882
334.5,0.887071428065444
335,0.882119376909638
335.5,0.876803722378178
336,0.871091297902585
336.5,0.864945482139763
337,0.858325827311194
337.5,0.85118765460457
338,0.843481617266058
338.5,0.835153233748168
339,0.826142395760967
339.5,0.816382859540506
340,0.805801733391589
340.5,0.794318980934702
341,0.781846967896241
341.5,0.768290091171896
342,0.753544542708577
342.5,0.737498277860487
343,0.720031278457511
343.5,0.701016224682629
344,0.680319716171172
344.5,0.657804209773317
345,0.633330866196455
345.5,0.606763515957282
346,0.577973961480665
346.5,0.546848822251969
347,0.513298104144057
347.5,0.477265647765123
348,0.438741636266387
348.5,0.397777561640631
349,0.354504823322016
349.5,0.309160436560527
350,0.262130025389052
350.5,0.21403897688288
351,0.165994793461265
351.5,0.12037465570798
352,0.0837288506212231
352.5,0.0728818070112529
353,0.0968513663911144
353.5,0.137825879729976
354,0.183723822987645
354.5,0.230438512471742
355,0.276370000911503
355.5,0.320741355245656
356,0.363123658450271
356.5,0.40327434904811
357,0.441068975554024
357.5,0.476465358225766
358,0.509480818189386
358.5,0.540175706867604
359,0.568640675864551
359.5,0.594986616814698
360,0.619336733438186
360.5,0.641820394370642
361,0.662568480978502
361.5,0.681709973966142
362,0.699369545929808
362.5,0.71566595243949
363,0.73071104218878
363.5,0.744609235424909
364,0.757457347321454
364.5,0.769344657822562
365,0.780353151057515
365.5,0.790557865504408
366,0.800027310821862
366.5,0.808823919010894
367,0.817004506741301
367.5,0.824620732715437
368,0.831719539255083
368.5,0.83834357124269
369,0.844531568429108
369.5,0.850318729184094
370,0.855737045211762
370.5,0.860815607737274
371,0.865580886314463
371.5,0.870056981799565
372,0.874265855254211
372.5,0.878227534633719
373,0.881960301123852
373.5,0.885480856939003
374,0.888804476308275
374.5,0.89194514126794
375,0.894915663759851
375.5,0.897727795412895
376,0.900392326263384
376.5,0.902919173553643
377,0.905317461637863
377.5,0.907595593921756
378,0.909761317668038
378.5,0.911821782413466
379,0.91378359266473
379.5,0.915652855469721
380,0.91743522339695
380.5,0.919135933398723
381,0.920759841982503
381.5,0.922311457069184
382,0.923794966876228
382.5,0.925214266127277
383,0.926572979857509
383.5,0.927874485055202
384,0.929121930354392
384.5,0.930318253970687
385,0.931466200052073
385.5,0.932568333598499
386,0.933627054087983
386.5,0.934644607932732
387,0.935623099875998
387.5,0.936564503429122
388,0.937470670438073
388.5,0.938343339859794
389,0.939184145820639
389.5,0.939994625021968
390,0.940776223551599
390.5,0.941530303154012
391,0.942258147007118
391.5,0.942960965048763
392,0.943639898892032
392.5,0.944296026364697
393,0.944930365704848
393.5,0.945543879441739
394,0.946137477988208
394.5,0.946712022968605
395,0.947268330303978
395.5,0.947807173074321
396,0.948329284175887
396.5,0.948835358790001
397,0.949326056678337
397.5,0.949802004318316
398,0.950263796891128
398.5,0.950712000133755
399,0.95114715206546
399.5,0.951569764598266
400,0.951980325040203
400.5,0.952379297499322
401,0.952767124195848
401.5,0.953144226689238
402,0.953511007026334
402.5,0.95386784881633
403,0.954215118237813
403.5,0.954553164982694
404,0.954882323141506
404.5,0.955202912034154
405,0.95551523698993
405.5,0.955819590080268
406,0.956116250807485
406.5,0.956405486752493
407,0.956687554184231
407.5,0.956962698633394
408,0.957231155432807
408.5,0.95749315022665
409,0.95774889945056
409.5,0.957998610784501
410,0.958242483580146
410.5,0.958480709264413
411,0.958713471720642
411.5,0.958940947648839
412,0.959163306906284
412.5,0.95938071282972
413,0.959593322540259
413.5,0.95980128723206
414,0.960004752445759
414.5,0.960203858327569
415,0.960398739874921
415.5,0.960589527169418
416,0.960776345597878
416.5,0.960959316062142
417,0.961138555178314
417.5,0.961314175466035
418,0.961486285528366
418.5,0.961654990222819
419,0.961820390824024
419.5,0.961982585178517
420,0.962141667852079
420.5,0.962297730270048
421,0.962450860850976
421.5,0.962601145134015
422,0.962748665900356
422.5,0.962893503289054
423,0.963035734907528
423.5,0.963175435937038
424,0.963312679233389
424.5,0.963447535423112
425,0.963580072995379
425.5,0.963710358389848
426,0.963838456080665
426.5,0.963964428656814
427,0.964088336898998
427.5,0.964210239853238
428,0.964330194901338
428.5,0.964448257828385
429,0.964564482887429
429.5,0.964678922861474
430,0.964791629122923
430.5,0.964902651690592
431,0.96501203928441
431.5,0.965119839377921
432,0.965226098248687
432.5,0.965330861026694
433,0.965434171740848
433.5,0.965536073363661
434,0.965636607854197
434.5,0.965735816199359
435,0.965833738453604
435.5,0.965930413777139
436,0.96602588047267
436.5,0.96612017602078
437,0.966213337113971
437.5,0.966305399689443
438,0.966396398960668
438.5,0.966486369447779
439,0.966575345006868
439.5,0.966663358858188
440,0.966750443613341
440.5,0.966836631301465
441,0.966921953394471
441.5,0.967006440831366
442,0.967090124041681
442.5,0.967173032968053
443,0.96725519708798
443.5,0.967336645434775
444,0.967417406617753
444.5,0.967497508841669
445,0.967576979925426
445.5,0.967655847320087
446,0.967734138126193
446.5,0.967811879110423
447,0.967889096721594
447.5,0.967965817106037
448,0.968042066122344
448.5,0.968117869355509
449,0.968193252130477
449.5,0.968268239525102
450,0.968342856382533
450.5,0.968417127323031
451,0.968491076755223
451.5,0.96856472888681
452,0.968638107734713
452.5,0.96871123713469
453,0.968784140750399
453.5,0.96885684208193
454,0.968929364473796
454.5,0.969001731122386
455,0.969073965082888
455.5,0.969146089275662
456,0.969218126492086
456.5,0.969290099399842
457,0.969362030547669
457.5,0.969433942369555
458,0.96950585718837
458.5,0.96957779721894
459,0.969649784570541
459.5,0.969721841248814
460,0.969793989157091
460.5,0.969866250097119
461,0.969938645769171
461.5,0.970011197771528
462,0.970083927599334
462.5,0.970156856642783
463,0.970230006184656
463.5,0.970303397397158
464,0.970377051338064
464.5,0.970450988946139
465,0.970525231035825
465.5,0.970599798291161
466,0.970674711258921
466.5,0.970749990340949
467,0.970825655785664
467.5,0.970901727678703
468,0.970978225932683
468.5,0.971055170276048
469,0.971132580240975
469.5,0.971210475150299
470,0.97128887410343
470.5,0.971367795961221
471,0.971447259329759
471.5,0.971527282543023
472,0.971607883644384
472.5,0.971689080366887
473,0.97177089011229
473.5,0.971853329928782
474,0.971936416487359
474.5,0.972020166056781
475,0.972104594477065
475.5,0.97218971713145
476,0.972275548916769
476.5,0.972362104212168
477,0.972449396846091
477.5,0.972537440061467
478,0.972626246479013
478.5,0.972715828058577
479,0.972806196058425
479.5,0.972897360992387
480,0.97298933258477
480.5,0.973082119722909
481,0.973175730407287
481.5,0.973270171699072
482,0.973365449664975
482.5,0.973461569319279
483,0.973558534562928
483.5,0.973656348119511
484,0.97375501146799
484.5,0.973854524772026
485,0.973954886805715
485.5,0.974056094875563
486,0.974158144738503
486.5,0.974261030515743
487,0.974364744602253
487.5,0.974469277571628
488,0.974574618076111
488.5,0.974680752741505
489,0.974787666056698
489.5,0.974895340257522
490,0.975003755204617
490.5,0.975112888254988
491,0.9752227141269
491.5,0.975333204757741
492,0.975444329154446
492.5,0.975556053236084
493,0.975668339668145
493.5,0.975781147688049
494,0.975894432921392
494.5,0.976008147188362
495,0.976122238299775
495.5,0.97623664984211
496,0.976351320950892
496.5,0.976466186071737
497,0.976581174708312
497.5,0.976696211156428
498,0.976811214223434
498.5,0.976926096932004
499,0.977040766207372
499.5,0.977155122546998
500,0.97726905967158
500.5,0.977382464156248
501,0.977495215040713
501.5,0.977607183417042
502,0.977718231993665
502.5,0.977828214634091
503,0.977936975868741
503.5,0.978044350378179
504,0.978150162445898
504.5,0.978254225378715
505,0.978356340892669
505.5,0.978456298462193
506,0.978553874630148
506.5,0.978648832276183
507,0.97874091984066
507.5,0.978829870501235
508,0.978915401298939
508.5,0.978997212210424
509,0.979074985162783
509.5,0.979148382987098
510,0.979217048306608
510.5,0.979280602355107
511,0.979338643720858
511.5,0.979390747010978
512,0.979436461430916
512.5,0.979475309273223
513,0.979506784309475
513.5,0.979530350078678
514,0.979545438065123
514.5,0.979551445758087
515,0.979547734585275
515.5,0.979533627711327
516,0.979508407692123
516.5,0.979471313974936
517,0.979421540233862
517.5,0.979358231529151
518,0.979280481278368
518.5,0.979187328026421
519,0.979077752000693
519.5,0.978950671436538
520,0.978804938657484
520.5,0.978639335893445
521,0.978452570819184
521.5,0.978243271794172
522,0.978009982783806
522.5,0.977751157940785
523,0.977465155824185
523.5,0.977150233232517
524,0.976804538625783
524.5,0.976426105110239
525,0.97601284295831
525.5,0.975562531634837
526,0.97507281129964
526.5,0.97454117375525
527,0.973964952807681
527.5,0.973341314007241
528,0.972667243735754
528.5,0.971939537606232
529,0.97115478814098
529.5,0.970309371694602
530,0.969399434589292
530.5,0.968420878431492
531,0.967369344581415
531.5,0.966240197750371
532,0.965028508705493
532.5,0.963729036067431
533,0.962336207194336
533.5,0.960844098155109
534,0.959246412806916
534.5,0.957536461006689
535,0.955707136004224
535.5,0.953750891086023
536,0.95165971556484
536.5,0.949425110240402
537,0.947038062492915
537.5,0.944489021213203
538,0.94176787182253
538.5,0.938863911692151
539,0.93576582633803
539.5,0.932461666840934
540,0.928938829026791
540.5,0.925184035037434
541,0.921183318028006
541.5,0.916922010844573
542,0.912384739663473
542.5,0.907555423712037
543,0.902417282337013
543.5,0.896952850840087
544,0.891144006656179
544.5,0.884972007604978
545,0.878417544093842
545.5,0.871460807282923
546,0.864081575332024
546.5,0.856259319921897
547,0.847973335267415
547.5,0.839202891801414
548,0.829927416589721
548.5,0.820126702323126
549,0.809781146403968
549.5,0.798872021188461
550,0.787381775849229
550.5,0.775294369579195
551,0.762595634970409
551.5,0.749273669382132
552,0.735319250989151
552.5,0.720726275017584
553,0.705492204495054
553.5,0.689618528749253
554,0.673111221988295
554.5,0.655981193712594
555,0.638244722579837
555.5,0.619923865821549
556,0.60104683754049
556.5,0.581648351344047
557,0.561769925910303
557.5,0.541460156328509
558,0.520774959445925
558.5,0.499777807965006
559,0.478539975551236
559.5,0.457140823470008
560,0.435668167761348
560.5,0.414218773742276
561,0.39289902997691
561.5,0.371825853675633
562,0.351127868310558
562.5,0.330946862748443
563,0.31143947432759
563.5,0.292778913595026
564,0.275156337114429
564.5,0.258781151218904
565,0.243879099737492
565.5,0.230686549772009
566,0.2194392159692
566.5,0.210354149755764
567,0.20360570055416
567.5,0.199299321901706
568,0.197450246284769
568.5,0.197974728921695
569,0.200698057553603
569.5,0.205377200621828
570,0.211730770737132
570.5,0.219467938146989
571,0.22831064796325
571.5,0.238007354021138
572,0.248339292077357
572.5,0.259121476025297
573,0.270200580149149
573.5,0.281451340407931
574,0.292772516098567
574.5,0.304082987922481
575,0.315318261122341
575.5,0.326427462479763
576,0.337370825755428
576.5,0.348117617414396
577,0.358644440066684
577.5,0.368933850882554
578,0.378973238364216
578.5,0.388753909077238
579,0.398270344219401
579.5,0.407519593349877
580,0.416500778931597
580.5,0.425214690552461
581,0.433663451905295
581.5,0.441850246976588
582,0.449779094574478
582.5,0.457454662452932
583,0.464882113976084
583.5,0.472066981607199
584,0.479015062574428
584.5,0.48573233291895
585,0.492224876815837
585.5,0.498498828609471
586,0.504560325451697
586.5,0.510415468793368
587,0.516070293275867
587.5,0.521530741811512
588,0.526802645841148
588.5,0.531891709921859
589,0.536803499934072
589.5,0.541543434310789
590,0.546116777786174
590.5,0.550528637239824
591,0.554783959279312
591.5,0.558887529259358
592,0.56284397148284
592.5,0.566657750368464
593,0.570333172403411
593.5,0.573874388727513
594,0.577285398219619
594.5,0.580570050977061
595,0.583732052096526
595.5,0.586774965679251
596,0.589702218996007
596.5,0.592517106757927
597,0.595222795448274
597.5,0.597822327677954
598,0.600318626534075
598.5,0.60271449989644
599,0.605012644701548
599.5,0.607215651137697
600,0.609326006758176
